index,created_at,custom_comment,sentiment
3880,15/01/2022 21:53,He doesn’t know how to talk to someone,-1
3884,16/01/2022 01:14,Idle wait was on even when didn’t need,-1
3887,16/01/2022 04:52,I payed for this trip and the you guys said I haven’t paid that I have a debt why,-1
3894,16/01/2022 10:03,bad route,-1
3896,16/01/2022 10:55,i did not like paying idle charges i came on time. but it was deducted. i walked to driver with laggage,-1
3899,16/01/2022 11:28,"Driver kept driving on idle even in telling him to start the trip , I ended up paying more than the initial amount",-1
3900,16/01/2022 11:29,"It was for my wife and she don’t speak Russian, the driver wanted to deposit her in a different place 2time",-1
3906,16/01/2022 14:45,"Driver didn't listen, where to stop and did what he wanted. Later faced difficulty and again had to go to the same lane",-1
3907,16/01/2022 14:49,Asked me to get to the new destination,-1
3908,16/01/2022 14:59,my ride was 42uah but he took 52uah from me,-1
3925,16/01/2022 21:30,He came late,-1
3927,16/01/2022 22:15,strashno,-1
3929,16/01/2022 23:22,Did not help with luggage,-1
3935,17/01/2022 06:32,"The driver left the taxi and went to do something else , while I was outside looking for him, then I saw him walking",-1
3938,17/01/2022 08:50,Didn’t give me complete money and started idle early,-1
3944,17/01/2022 13:29,"Very angry and rude, refuse to give changes",-1
3946,17/01/2022 13:43,"So unfriendly, drooled me 10mins away from my location and still gave me a star because I complained",-1
3950,17/01/2022 15:58,He ought to have accepted card payment,-1
3952,17/01/2022 16:43,he didnt come !!!!,-1
3958,17/01/2022 19:22,He ended the trip before he delivered the item,-1
3960,17/01/2022 20:33,"driver refused to drive me to the locations I mentioned in order , he was rude.kept complainin and took more money",-1
3961,17/01/2022 20:47,"Racist, didn’t want to wait. Very rude",-1
3962,17/01/2022 21:41,took more money,-1
3964,17/01/2022 23:58,Just doesn’t like his attitude just because i had pet kitten in  cage and he didn’t drop us off on our point location,-1
3967,18/01/2022 07:33,Driver left idle on until I reached my destination,-1
3973,18/01/2022 10:26,"He was rude, He didn’t want to give me card details and he was very slow to drive. He doesn’t know the map so well",-1
3974,18/01/2022 10:44,asking stupid qutions,-1
3978,18/01/2022 12:40,"I payed the driver all the money and additional money too as tips, no right to block my account",-1
3980,18/01/2022 13:05,no seatbelts for me.driver did not let me out when we arrived.insisted on coming inside in order to apply for a job,-1
3984,18/01/2022 14:30,he dont respect the road,-1
3988,18/01/2022 17:09,"The driver is a smoker who smokes in the car before picking up the clients, I had to open the window at -4 to breathe",-1
3995,18/01/2022 19:07,Drive accused me of not knowing the correct address,-1
3997,18/01/2022 19:50,he charges us more than the actual price,-1
3998,18/01/2022 21:07,The driver has started free idle before his arrival,-1
4000,18/01/2022 21:59,"Driver is a thug, threatened me with a gun to pay more money, other then Utaxi charged does Utaxi hire drivers to steal",-1
4002,19/01/2022 06:38,"Arrived late , was not available by phone ,no response in messages about parking place , turned off paid idle",-1
4005,19/01/2022 07:58,"Very rude fool that doesn’t know his address, and made me very late for work",-1
4010,19/01/2022 10:23,Wrong route which took twice longer,-1
4012,19/01/2022 12:26,Driver started counter before he came. Wtf ??,-1
4015,19/01/2022 12:58,Was canceled by operator abs I was charged for it,-1
4016,19/01/2022 13:23,Why the fine after paying him before leaving the pick up point,-1
4030,19/01/2022 21:17,driver use ac in his car and he did not chaned to heater,-1
4033,19/01/2022 22:38,"The driver was late for at least 8 minutes, it was really important for me, I was late to the meeting at the end",-1
4034,20/01/2022 01:31,Driver chose really long way to me,-1
4041,20/01/2022 09:58,the back seat belts are missing from the right side,-1
4059,20/01/2022 18:19,One destination was used but paid money for two destinations,-1
4060,20/01/2022 18:29,Sharp reaction to the fact that the application had a glitch and picked a wrong destination. Was mad to turn back. Rude,-1
4065,20/01/2022 21:04,Didn't turn on the heater,-1
4076,21/01/2022 10:51,Change route several times,-1
4081,21/01/2022 15:24,Didn't turn off shitty music after first request,-1
4086,21/01/2022 16:04,Driver had a delivery request in the beginning of my trip and than he decided to pick up one more passenger,-1
4093,21/01/2022 18:30,Didn’t get the balance amount precisely!,-1
4097,21/01/2022 20:50,he ended the trip at the second stop not the final destination and i was charged the full amount,-1
4099,21/01/2022 23:05,The driver blamed me for cheating which I hadn't done,-1
4101,22/01/2022 01:59,I gave him 500& he started shouting at me  and using curse words saying why don't I have change. 🤦🏼,-1
4102,22/01/2022 02:03,RDUE Assh**e,-1
4108,22/01/2022 10:46,He started the ride late and collected extra money,-1
4127,22/01/2022 20:47,"Racial discrimination, do not send passengers to their destination, think that the distance is far but the money is less",-1
4131,22/01/2022 22:19,He didn’t start my ride and when I got here the money was different which is so bad of him,-1
4134,23/01/2022 06:24,He over charged me,-1
4139,23/01/2022 09:12,He started the idle before he arrived...yet he was still claiming he was there,-1
4141,23/01/2022 11:40,The driver activated the 3 mins decount and went away to spend the time,-1
4142,23/01/2022 11:49,"Driver didn’t arrive at location, we called he didn’t bother to come to the right location and we had to walk to him",-1
4143,23/01/2022 14:20,Driver follows only Waze and doesn’t know the roads. Couldn’t change the destination point interim bc of this,-1
4151,23/01/2022 17:33,"I don't know why the driver put a debt of 46 gravins on my account. This is dubious. Can you get it off, please?",-1
4154,23/01/2022 19:11,not in the address,-1
4157,23/01/2022 21:03,driver trying to scam us because we are foreigners but didn't know that i know russian language and know my adress well,-1
4159,23/01/2022 22:22,"Already canceled the trip, driver arrived without a call . paid idle for 10minutes",-1
4160,23/01/2022 22:28,Didn’t cancel idle time so I got charge on my next ride,-1
4161,23/01/2022 22:32,Took longer route,-1
4169,24/01/2022 10:19,Requested for more money didn’t also have chsnbe,-1
4175,24/01/2022 14:14,behavior and talk of driver is very bad and fo arrival before the time period and idle period before the time too,-1
4177,24/01/2022 17:37,"Driver was late, did not arrive at the correct location and failed to select optimal route. His behaviour was impolite",-1
4179,24/01/2022 18:07,The driver insulted us black nigga Africa for trying to extort extra 100 UAH from us and threatened to shoot us,-1
4181,24/01/2022 18:46,he was late twenty minutes,-1
4187,25/01/2022 07:41,Driver was late,-1
4189,25/01/2022 08:50,The driver did not properly found location and started to charge extra cash with no calling and clarifying,-1
4201,25/01/2022 14:09,Started idle while on ride,-1
4203,25/01/2022 15:50,Drove carelessly and cheated me in fees for withdrawal,-1
4209,25/01/2022 18:31,"Driver left and didn’t complete trip and took my card money ,Utaxi took my money and didn’t complete trip !!!",-1
4212,25/01/2022 20:10,Driver forgot to end the trip and prevent me from ordering another ride 3hours after our first trip,-1
4213,25/01/2022 20:31,"Rude, with a bad approach when he was suppose to wait a little bit (and idle is being charged after 3min) so thats why",-1
4216,26/01/2022 00:04,Poor navigation and made me late. Drives really slowly….Like 25kmph. Used a longer route,-1
4221,26/01/2022 09:58,He is calling with rude words and didn’t drop me on the exact location which i provide,-1
4223,26/01/2022 11:28,+20 min waiting.Wrong way during route,-1
4228,26/01/2022 15:16,Chose the longer way,-1
4229,26/01/2022 15:39,total 88 i gave 500 he gave me back 400 he said i dont have 18 how he dont have 18 this not a way to took extra money,-1
4234,26/01/2022 18:33,Driver attacked the client that picked the package,-1
4235,26/01/2022 18:50,the driver didnt wear a mask,-1
4237,26/01/2022 18:54,"Please, I want my refund of 8uah back. The driver is the one who made a mistake on where he should stop in the address",-1
4243,26/01/2022 20:45,"he does not know how to speak with passengers and swear all the time. also, he did not go to the exact destination",-1
4247,26/01/2022 22:59,He’s very rude and disrespectful. He doesn’t know how to drive too,-1
4250,27/01/2022 05:01,He came to late,-1
4251,27/01/2022 06:41,Put on idle before he arrived at location,-1
4252,27/01/2022 07:45,Forced me to use mask,-1
4260,27/01/2022 13:41,i have 25 uah rent but he ask 30 uah,-1
4261,27/01/2022 14:03,Very rude and driver didn’t want to give me money back,-1
4269,27/01/2022 17:24,He didnt leave us exactly at the location so thats the problem,-1
4276,27/01/2022 19:55,Driver waited somewhere else and charged extra,-1
4278,27/01/2022 21:51,The driver stole my phone! He is a criminal!,-1
4279,27/01/2022 21:52,The driver did not want to come to the set address the driver asked me to leave the car before reaching destination poin,-1
4281,28/01/2022 00:08,"Driver took very long route to reach destination, there was much shorter way. Journey duration was too long",-1
4293,28/01/2022 11:21,Disgusting and i have to wait for over 10 minutes that is improper,-1
4294,28/01/2022 11:24,New driver. Made 3 wrong turns and arrived 15 minutes later than expected to destination,-1
4297,28/01/2022 13:20,Driver passed very long routes and wasted a lot of time,-1
4298,28/01/2022 13:42,"The driver came late, and was hiding so he could get extra money for idle",-1
4301,28/01/2022 14:40,Driver was a racist and didn’t want to take us to our destination please work on your service,-1
4307,28/01/2022 17:35,The driver don’t know about address,-1
4310,28/01/2022 19:22,"Turned on paid idle before coming to the entrance of the building, driving carelessly",-1
4311,28/01/2022 19:54,he doesn't shut the fuck up,-1
4315,28/01/2022 21:58,He didn’t come,-1
4316,28/01/2022 22:11,I had to cancel my second stop but he wouldn’t cancel it. So I made one stop but paid for both stops,-1
4319,28/01/2022 22:31,he was drunk. he was taking me to wrong destination. very abusive behaviour,-1
4322,29/01/2022 01:23,"Went to toilet when arrived to pick me up. speeding and nearly missed a turn to my street. Phone in hand, distracted",-1
4332,29/01/2022 13:36,Kept hanging up when I tried to call  him to confirm where he parked,-1
